,Title,Company Name,Location,Date,Job Type,Seneiority Level,Company Size,Industry,About The Job,Pay Range,Job URL
692,Data Scientist,Proven,"Riyadh, Saudi Arabia",1 week ago,"
Contract "," Mid-Senior level
","
201-500 employees "," Outsourcing/Offshoring
","About the job Job Title: Data Scientist Location: Onsite, Riyadh KSA Experience: 8-10 years in Data Science (transport sector preferred). Language: Arabic Must General Task Responsible for identifying new analytical trends and repeatable data and analytics solutions and also works with stakeholders and relevant entities at the level. The system to form hypotheses and create analytical models that answer business questions, by developing algorithms and analytical models for mining structured and unstructured data. To generate new insights and knowledge. Experience 8-10 years of experience in data science (transport sector preferred). Applied experience in developing predictive models and machine learning algorithms. Experience with BI tools General experience in the field of information technology. General experience with indicators and their dashboards Job Responsibilities Identify valuable data sources and define requirements for automation of collections. Analyze data from multiple disparate sources to discover value within the complexities of the data, Develop and define data products based on data analytics to extract added value from data and achieve financial revenue. Determine the meaning behind the data and make recommendations. Carry out processing of structured and unstructured data. Use analytics capabilities and machine learning algorithms to provide data visualizations for decision support Analyze large amounts of information to discover trends and patterns. Create predictive models to improve performance. Combine models by modeling groups and making recommendations. Devise and use algorithms and models to mine structured and unstructured data to generate insights and analyzes for specific use cases Identifies best practices in analytical modeling and applies them to developing use cases related to data intelligence and analysis Collaborate with the data designer to ensure that data is properly designed and organized for specific use cases, and the associated visualizations build Skills Required Deep understanding of data flows in the transportation sector Strong experience in data structure, modeling, classification, and technical metadata Analytical and decision making ability Familiarity with databases The ability to simplify and explain complex matters Academic Qualification & Certification Bachelor's or Master's degree in computer science, data science, or similar field Data science degree (CAP, DASCA, SDS, or similar certification). Preferably Certified Data Management and Analytics, SAS Certified Data Scientist or similar",,https://www.linkedin.com/jobs/view/2700495167
693,Sports Data Journalist,Real Time Sportscast,"Buraydah, Al Qasim, Saudi Arabia",7 hours ago,"
Part-time
",,"
201-500 employees
",,"About the job Who we are? We provide live information for Football, Basketball, Handball and many other sports. We are looking for match reporters to cover AFC Champions League, Saudi Pro League and many other leagues. RTS is looking to recruit reliable and professional match reporters residing in any the following cities/areas: Jazan, Najran, Al Hofuf, Buraydah, Abha, Hafar al-Batin, Ar Rass, Al Majma'ah, Najran etc... Qualifications: Education: Any Experience: 0-7 years Language: English is a must Nationality: ANY English: Conversational This is a part-time/freelance job. Sports Fan are highly advised to apply Can go to nearby stadiums",,https://www.linkedin.com/jobs/view/2717153012
694,Business Analyst,Haraj,"Riyadh, Saudi Arabia",2 weeks ago,"
Full-time
",,"
11-50 employees
",,"About the job We are looking for Product Analysts (Business Analysts). She will monitor, analyze,study and generate reports for given categories on a daily basis. She will be responsible for communicating with top sellers and understanding their challenges. Responsibilities: Performs market research. Analyze customers feedback. Monitors products performance. Generates reports on results findings. Requirements: Bachelor’s degree in Marketing or related field. Experience in product analysis Advanced Excel skills",,https://www.linkedin.com/jobs/view/2688486878
695,Data Engineer (Visualization/Analytics/Streaming),Devoteam,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,"
Full-time "," Associate
","
5,001-10,000 employees "," Information Technology & Services
","About the job Company Description We are entrepreneurs in disruptive technology, at Devoteam, we deliver innovative technology consulting for business. Digital Transformakers, we are 7,000+ professionals across EMEA dedicated to ensuring our clients win their digital battle. We improve business performance making their companies truly digital. We advise our clients and build IT infrastructure for digital, making sure people are along for the ride. Devoteam Middle East, we are the region's leading consulting firm delivering innovative Business & Technology Consulting & Solutions. Our 14 years of existence anchored in technologies that enables our clients business to flourish, accordingly our focus is to help our clients' win the digital battle, adapted to our clients’ business challenges, with a unique consideration to its impact on their systems and structures. To know more about us, please visit: www.devoteam.com Job Description Data visualization and analytics is about presenting large amounts of information in ways that are universally understandable or easy to interpret and spot patterns, trends, and correlations. These representations include charts, graphs, and dashboards. Data visualization analysts use visualization tools and software to communicate information in these ways, for clients or for their own company. Responsibilities Translate business needs to technical specifications Design, build and maintain charts, dashboards, and KPIs Story-telling using data visualization Communicate with data warehousing and BI storage tools (e.g. OLAP cubes) to get the data for the visualizations Conduct unit testing and troubleshooting Evaluate and improve existing BI systems Develop and execute SQL database queries and conduct analyses Qualifications 1-3 years of experience in data visualization and analytics role Experience with at least one BI technology (e.g. Microsoft Power BI, Tableau, Spotfire, Microstrategy, etc..) Good understanding of database management systems, online analytical processing (OLAP) and ETL (Extract, transform, load) framework Good background in data warehouse design (e.g. dimensional modeling) Industry experience is preferred Good command of SQL language Proven abilities to take initiative and be innovative Analytical mind with a problem-solving aptitude BSc/BA in Computer Science, Engineering or relevant field Fluent in English & Arabic",,https://www.linkedin.com/jobs/view/2673611315
696,Data Science Consultant - Middle East,Sia Partners,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,"
Full-time "," Associate
","
1,001-5,000 employees "," Management Consulting
","About the job To support Sia Partners’ development in the Middle East, we are recruiting Data Scientist Consultants. Their vocation will be to take charge, in synergy with our different practices, of the work and missions requiring the implementation of complex models to support our clients address their business challenges related to: Machine learning and statistics: Development of explanatory and predictive decision-support models (directed and non-directed learning algorithms, econometrics, forecasting, quantitative diagnosis, etc.). Operations research: assistance in the design and implementation of optimization solutions under constraints and simulation models. Big Data: algorithmic knowledge for processing large volumes of unstructured data. As part of the firm's internal activities, your participation revolves around the following areas: The development or strengthening of our offers through training, working groups, dissemination of internal and external support. The publication policy (sector blogs, studies, press release, etc.). Commercial development by defining needs and participating in commercial actions. Qualifications To be successful in your application, you must... have a training in Engineering School or a high-level training in the field of Data Science, statistical engineering, and econometrics, and you ideally justify a first experience in Big Data or Data Science (internship or 1st job); have an excellent level in statistics and quantitative analysis (theoretical and practical knowledge, ease of understanding models and applying them); high capabilities in framing machine learning problems; have strong business acumen, as well as the ability to communicate findings, and mine vast amounts of data for useful insights; be proficient in at least 2 of the following: Python, R, SQL; have solid foundation in scripting languages like (Python, Perl, JS, bash) or compiled (C ++, Java) and/or have experience in environments UNIX / LINUX; want to get involved and quickly take responsibility for high added value missions within a dynamic structure; have the ability to work in a team, an open mind, a sense of analysis and you want to join a motivating professional environment where you share our values of excellence, entrepreneurship, innovation, the culture of sharing, benevolence, personal / professional life balance. and possess Expertise in some or all of the following: Data cleaning, manipulation and pre-processing, exploratory analysis, feature engineering and machine learning libraries like pandas, numpy, scipy, regex, matplotlib, seaborn, statsmodels , scikit-learn, xgboost, and nltk, genism or spacy.Supervised Learning: Regression (simple, multivariate) and Classification (binary, multi-class, multi-label). Unsupervised Learning: Clustering (customer segmentation, cluster and community detection) and Dimensionality Reduction (PCA, LDA, TruncatedSVD, NNMF, etc.). Recommender Systems: Collaborative Filtering, Content Based and Matrix Factorization Methods. Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc. Natural Language Processing: Text Preprocessing (Arabic & English), Word2Vec, TF-IDF, Text Classification (binary, multi-class, muli-label), Topic Modeling (LDA, PLSA, Matrix Factorization Methods) and Text Similarity Scores. Computer Vision: Image Processing, Data Augmentation, Image Classification, Object Detection, and Semantic Segmentation. Deep Learning Frameworks like Pytorch, Tensorflow or Keras. Statistical Hypothesis Testing using respective libraries. Dealing with numerical, categorical, text and date machine learning feature engineering. Dynamic visualization including RShiny or Dash Python Familiarity with Business Intelligence visualization tools like Power BI and Tableau is a plus. Additional Information Sia Partners is an equal opportunity employer. All aspects of employment, including hiring, promotion, remuneration, or discipline, are based solely on performance, competence, conduct, or business needs.",,https://www.linkedin.com/jobs/view/2697879252
697,BI and Data Science Manager,Supply Chain Talks,"Al Khobar, Eastern, Saudi Arabia",7 hours ago,"
Full-time
",,"
1-10 employees
",,"About the job Experience: Min 5 Years of experience in similar role preferably in a logistics enterprise. Education: Bachelor degree in Logistics/Transport/Engineering/Business Administration Degree or equivalent Languages: English; Arabic preferred Skills: communication, influencing, negotiation skills, scheduling; MS Office applications; cost control and financial/commercial acumen Candidates to be present in KSA with transferable iqama; Saudi Nationals preferred. Females are encouraged to apply. Job Responsibilities: Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions Support our sales, leadership and commercial teams with insights gained from analyzing business data Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies Assess the effectiveness and accuracy of new data sources and data gathering techniques Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and experience with applications Experience analyzing data from 3rd party providers: Google Analytics, Oracle, SAP, etc. Knowledge of the transport industry in Saudi Arabia Only shortlisted candidates will be contacted.",,https://www.linkedin.com/jobs/view/2717145396
698,Customer Experience Analytics Director,SDAIA | سدايا,"Riyadh, Saudi Arabia",2 weeks ago,"
Full-time "," Director
","
51-200 employees "," Government Relations
","About the job Job Summary : To ensure the usage of latest data analytical tools in CX Analytics, review analytics agenda, manage the development of analytics and communicate findings to relevant functions in order to enhance customer experience. Responsibilities & Accountabilities : Ensure the usage of latest data analytical tools in CX Analytics function in order to optimize customer experience analytics processing at NIC Ensure stakeholders requirements and needs are identified, properly understood, and reflected in the preparation of customer analytics in order to enhance customer journey Review analytics agenda ensuring the coverage and prioritization of all research, benchmarks, studies, statistics, and assessments needed according to priority, urgency, and importance Ensure best practices and advanced data analytics techniques are used including regression, optimization, Bayesian methods, and data mining, and review accuracy and quality of extracted insights Collect inputs from CX functions and other related functions (i.e. Customer Support, Account Managements, platforms, etc.) in order to evaluate customer experience across all touch points Develop Customer by Customer Dashboards (360 view) which includes all challenges, priorities, satisfaction results, ops. KPIs results. Etc.) in order to have full visibility on customer and understanding their preferences and needs Develop reporting tools and analytics in line with best practices to quantify customer experience and ensure continuous improvement of customer journey Develop periodical reports to track customer experience KPIs (VOC, Operation KPIs, Analytics reports) and identify shortcoming and propose corrective measures Experience : 8 to 10 years of experience in CX Reporting and Analytics . Skills: Leadership skills. Statistical analysis skills. Data Analytics skills. Effective communication skills. Education : Bachelor’s Degree in Computer Science, MIS, Business Administration, or equivalent is required.",,https://www.linkedin.com/jobs/view/2696240588
699,Data Scientist,Proven,"Riyadh, Saudi Arabia",1 week ago,"
Contract "," Mid-Senior level
","
201-500 employees "," Outsourcing/Offshoring
","About the job Job Title: Data Scientist Location: Onsite, Riyadh KSA Experience: 8-10 years in Data Science (transport sector preferred). Language: Arabic Must General Task Responsible for identifying new analytical trends and repeatable data and analytics solutions and also works with stakeholders and relevant entities at the level. The system to form hypotheses and create analytical models that answer business questions, by developing algorithms and analytical models for mining structured and unstructured data. To generate new insights and knowledge. Experience 8-10 years of experience in data science (transport sector preferred). Applied experience in developing predictive models and machine learning algorithms. Experience with BI tools General experience in the field of information technology. General experience with indicators and their dashboards Job Responsibilities Identify valuable data sources and define requirements for automation of collections. Analyze data from multiple disparate sources to discover value within the complexities of the data, Develop and define data products based on data analytics to extract added value from data and achieve financial revenue. Determine the meaning behind the data and make recommendations. Carry out processing of structured and unstructured data. Use analytics capabilities and machine learning algorithms to provide data visualizations for decision support Analyze large amounts of information to discover trends and patterns. Create predictive models to improve performance. Combine models by modeling groups and making recommendations. Devise and use algorithms and models to mine structured and unstructured data to generate insights and analyzes for specific use cases Identifies best practices in analytical modeling and applies them to developing use cases related to data intelligence and analysis Collaborate with the data designer to ensure that data is properly designed and organized for specific use cases, and the associated visualizations build Skills Required Deep understanding of data flows in the transportation sector Strong experience in data structure, modeling, classification, and technical metadata Analytical and decision making ability Familiarity with databases The ability to simplify and explain complex matters Academic Qualification & Certification Bachelor's or Master's degree in computer science, data science, or similar field Data science degree (CAP, DASCA, SDS, or similar certification). Preferably Certified Data Management and Analytics, SAS Certified Data Scientist or similar",,https://www.linkedin.com/jobs/view/2700495167
700,Sports Data Journalist,Real Time Sportscast,"Buraydah, Al Qasim, Saudi Arabia",7 hours ago,"
Part-time
",,"
201-500 employees
",,"About the job Who we are? We provide live information for Football, Basketball, Handball and many other sports. We are looking for match reporters to cover AFC Champions League, Saudi Pro League and many other leagues. RTS is looking to recruit reliable and professional match reporters residing in any the following cities/areas: Jazan, Najran, Al Hofuf, Buraydah, Abha, Hafar al-Batin, Ar Rass, Al Majma'ah, Najran etc... Qualifications: Education: Any Experience: 0-7 years Language: English is a must Nationality: ANY English: Conversational This is a part-time/freelance job. Sports Fan are highly advised to apply Can go to nearby stadiums",,https://www.linkedin.com/jobs/view/2717153012
701,Business Analyst,Haraj,"Riyadh, Saudi Arabia",2 weeks ago,"
Full-time
",,"
11-50 employees
",,"About the job We are looking for Product Analysts (Business Analysts). She will monitor, analyze,study and generate reports for given categories on a daily basis. She will be responsible for communicating with top sellers and understanding their challenges. Responsibilities: Performs market research. Analyze customers feedback. Monitors products performance. Generates reports on results findings. Requirements: Bachelor’s degree in Marketing or related field. Experience in product analysis Advanced Excel skills",,https://www.linkedin.com/jobs/view/2688486878
702,Data Engineer (Visualization/Analytics/Streaming),Devoteam,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,"
Full-time "," Associate
","
5,001-10,000 employees "," Information Technology & Services
","About the job Company Description We are entrepreneurs in disruptive technology, at Devoteam, we deliver innovative technology consulting for business. Digital Transformakers, we are 7,000+ professionals across EMEA dedicated to ensuring our clients win their digital battle. We improve business performance making their companies truly digital. We advise our clients and build IT infrastructure for digital, making sure people are along for the ride. Devoteam Middle East, we are the region's leading consulting firm delivering innovative Business & Technology Consulting & Solutions. Our 14 years of existence anchored in technologies that enables our clients business to flourish, accordingly our focus is to help our clients' win the digital battle, adapted to our clients’ business challenges, with a unique consideration to its impact on their systems and structures. To know more about us, please visit: www.devoteam.com Job Description Data visualization and analytics is about presenting large amounts of information in ways that are universally understandable or easy to interpret and spot patterns, trends, and correlations. These representations include charts, graphs, and dashboards. Data visualization analysts use visualization tools and software to communicate information in these ways, for clients or for their own company. Responsibilities Translate business needs to technical specifications Design, build and maintain charts, dashboards, and KPIs Story-telling using data visualization Communicate with data warehousing and BI storage tools (e.g. OLAP cubes) to get the data for the visualizations Conduct unit testing and troubleshooting Evaluate and improve existing BI systems Develop and execute SQL database queries and conduct analyses Qualifications 1-3 years of experience in data visualization and analytics role Experience with at least one BI technology (e.g. Microsoft Power BI, Tableau, Spotfire, Microstrategy, etc..) Good understanding of database management systems, online analytical processing (OLAP) and ETL (Extract, transform, load) framework Good background in data warehouse design (e.g. dimensional modeling) Industry experience is preferred Good command of SQL language Proven abilities to take initiative and be innovative Analytical mind with a problem-solving aptitude BSc/BA in Computer Science, Engineering or relevant field Fluent in English & Arabic",Pay range unavailable,https://www.linkedin.com/jobs/view/2673611315
703,Data Science Consultant - Middle East,Sia Partners,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,"
Full-time "," Associate
","
1,001-5,000 employees "," Management Consulting
","About the job To support Sia Partners’ development in the Middle East, we are recruiting Data Scientist Consultants. Their vocation will be to take charge, in synergy with our different practices, of the work and missions requiring the implementation of complex models to support our clients address their business challenges related to: Machine learning and statistics: Development of explanatory and predictive decision-support models (directed and non-directed learning algorithms, econometrics, forecasting, quantitative diagnosis, etc.). Operations research: assistance in the design and implementation of optimization solutions under constraints and simulation models. Big Data: algorithmic knowledge for processing large volumes of unstructured data. As part of the firm's internal activities, your participation revolves around the following areas: The development or strengthening of our offers through training, working groups, dissemination of internal and external support. The publication policy (sector blogs, studies, press release, etc.). Commercial development by defining needs and participating in commercial actions. Qualifications To be successful in your application, you must... have a training in Engineering School or a high-level training in the field of Data Science, statistical engineering, and econometrics, and you ideally justify a first experience in Big Data or Data Science (internship or 1st job); have an excellent level in statistics and quantitative analysis (theoretical and practical knowledge, ease of understanding models and applying them); high capabilities in framing machine learning problems; have strong business acumen, as well as the ability to communicate findings, and mine vast amounts of data for useful insights; be proficient in at least 2 of the following: Python, R, SQL; have solid foundation in scripting languages like (Python, Perl, JS, bash) or compiled (C ++, Java) and/or have experience in environments UNIX / LINUX; want to get involved and quickly take responsibility for high added value missions within a dynamic structure; have the ability to work in a team, an open mind, a sense of analysis and you want to join a motivating professional environment where you share our values of excellence, entrepreneurship, innovation, the culture of sharing, benevolence, personal / professional life balance. and possess Expertise in some or all of the following: Data cleaning, manipulation and pre-processing, exploratory analysis, feature engineering and machine learning libraries like pandas, numpy, scipy, regex, matplotlib, seaborn, statsmodels , scikit-learn, xgboost, and nltk, genism or spacy.Supervised Learning: Regression (simple, multivariate) and Classification (binary, multi-class, multi-label). Unsupervised Learning: Clustering (customer segmentation, cluster and community detection) and Dimensionality Reduction (PCA, LDA, TruncatedSVD, NNMF, etc.). Recommender Systems: Collaborative Filtering, Content Based and Matrix Factorization Methods. Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc. Natural Language Processing: Text Preprocessing (Arabic & English), Word2Vec, TF-IDF, Text Classification (binary, multi-class, muli-label), Topic Modeling (LDA, PLSA, Matrix Factorization Methods) and Text Similarity Scores. Computer Vision: Image Processing, Data Augmentation, Image Classification, Object Detection, and Semantic Segmentation. Deep Learning Frameworks like Pytorch, Tensorflow or Keras. Statistical Hypothesis Testing using respective libraries. Dealing with numerical, categorical, text and date machine learning feature engineering. Dynamic visualization including RShiny or Dash Python Familiarity with Business Intelligence visualization tools like Power BI and Tableau is a plus. Additional Information Sia Partners is an equal opportunity employer. All aspects of employment, including hiring, promotion, remuneration, or discipline, are based solely on performance, competence, conduct, or business needs.",Pay range unavailable,https://www.linkedin.com/jobs/view/2697879252
704,BI and Data Science Manager,Supply Chain Talks,"Al Khobar, Eastern, Saudi Arabia",7 hours ago,"
Full-time
",,"
1-10 employees
",,"About the job Experience: Min 5 Years of experience in similar role preferably in a logistics enterprise. Education: Bachelor degree in Logistics/Transport/Engineering/Business Administration Degree or equivalent Languages: English; Arabic preferred Skills: communication, influencing, negotiation skills, scheduling; MS Office applications; cost control and financial/commercial acumen Candidates to be present in KSA with transferable iqama; Saudi Nationals preferred. Females are encouraged to apply. Job Responsibilities: Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions Support our sales, leadership and commercial teams with insights gained from analyzing business data Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies Assess the effectiveness and accuracy of new data sources and data gathering techniques Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and experience with applications Experience analyzing data from 3rd party providers: Google Analytics, Oracle, SAP, etc. Knowledge of the transport industry in Saudi Arabia Only shortlisted candidates will be contacted.",Pay range unavailable,https://www.linkedin.com/jobs/view/2717145396
705,Customer Experience Analytics Director,SDAIA | سدايا,"Riyadh, Saudi Arabia",2 weeks ago,"
Full-time "," Director
","
51-200 employees "," Government Relations
","About the job Job Summary : To ensure the usage of latest data analytical tools in CX Analytics, review analytics agenda, manage the development of analytics and communicate findings to relevant functions in order to enhance customer experience. Responsibilities & Accountabilities : Ensure the usage of latest data analytical tools in CX Analytics function in order to optimize customer experience analytics processing at NIC Ensure stakeholders requirements and needs are identified, properly understood, and reflected in the preparation of customer analytics in order to enhance customer journey Review analytics agenda ensuring the coverage and prioritization of all research, benchmarks, studies, statistics, and assessments needed according to priority, urgency, and importance Ensure best practices and advanced data analytics techniques are used including regression, optimization, Bayesian methods, and data mining, and review accuracy and quality of extracted insights Collect inputs from CX functions and other related functions (i.e. Customer Support, Account Managements, platforms, etc.) in order to evaluate customer experience across all touch points Develop Customer by Customer Dashboards (360 view) which includes all challenges, priorities, satisfaction results, ops. KPIs results. Etc.) in order to have full visibility on customer and understanding their preferences and needs Develop reporting tools and analytics in line with best practices to quantify customer experience and ensure continuous improvement of customer journey Develop periodical reports to track customer experience KPIs (VOC, Operation KPIs, Analytics reports) and identify shortcoming and propose corrective measures Experience : 8 to 10 years of experience in CX Reporting and Analytics . Skills: Leadership skills. Statistical analysis skills. Data Analytics skills. Effective communication skills. Education : Bachelor’s Degree in Computer Science, MIS, Business Administration, or equivalent is required.",Pay range unavailable,https://www.linkedin.com/jobs/view/2696240588
706,Data Scientist,Proven,"Riyadh, Saudi Arabia",1 week ago,"
Contract "," Mid-Senior level
","
201-500 employees "," Outsourcing/Offshoring
","About the job Job Title: Data Scientist Location: Onsite, Riyadh KSA Experience: 8-10 years in Data Science (transport sector preferred). Language: Arabic Must General Task Responsible for identifying new analytical trends and repeatable data and analytics solutions and also works with stakeholders and relevant entities at the level. The system to form hypotheses and create analytical models that answer business questions, by developing algorithms and analytical models for mining structured and unstructured data. To generate new insights and knowledge. Experience 8-10 years of experience in data science (transport sector preferred). Applied experience in developing predictive models and machine learning algorithms. Experience with BI tools General experience in the field of information technology. General experience with indicators and their dashboards Job Responsibilities Identify valuable data sources and define requirements for automation of collections. Analyze data from multiple disparate sources to discover value within the complexities of the data, Develop and define data products based on data analytics to extract added value from data and achieve financial revenue. Determine the meaning behind the data and make recommendations. Carry out processing of structured and unstructured data. Use analytics capabilities and machine learning algorithms to provide data visualizations for decision support Analyze large amounts of information to discover trends and patterns. Create predictive models to improve performance. Combine models by modeling groups and making recommendations. Devise and use algorithms and models to mine structured and unstructured data to generate insights and analyzes for specific use cases Identifies best practices in analytical modeling and applies them to developing use cases related to data intelligence and analysis Collaborate with the data designer to ensure that data is properly designed and organized for specific use cases, and the associated visualizations build Skills Required Deep understanding of data flows in the transportation sector Strong experience in data structure, modeling, classification, and technical metadata Analytical and decision making ability Familiarity with databases The ability to simplify and explain complex matters Academic Qualification & Certification Bachelor's or Master's degree in computer science, data science, or similar field Data science degree (CAP, DASCA, SDS, or similar certification). Preferably Certified Data Management and Analytics, SAS Certified Data Scientist or similar",Pay range unavailable,https://www.linkedin.com/jobs/view/2700495167
707,Sports Data Journalist,Real Time Sportscast,"Buraydah, Al Qasim, Saudi Arabia",7 hours ago,"
Part-time
",,"
201-500 employees
",,"About the job Who we are? We provide live information for Football, Basketball, Handball and many other sports. We are looking for match reporters to cover AFC Champions League, Saudi Pro League and many other leagues. RTS is looking to recruit reliable and professional match reporters residing in any the following cities/areas: Jazan, Najran, Al Hofuf, Buraydah, Abha, Hafar al-Batin, Ar Rass, Al Majma'ah, Najran etc... Qualifications: Education: Any Experience: 0-7 years Language: English is a must Nationality: ANY English: Conversational This is a part-time/freelance job. Sports Fan are highly advised to apply Can go to nearby stadiums",Pay range unavailable,https://www.linkedin.com/jobs/view/2717153012
708,Business Analyst,Haraj,"Riyadh, Saudi Arabia",2 weeks ago,"
Full-time
",,"
11-50 employees
",,"About the job We are looking for Product Analysts (Business Analysts). She will monitor, analyze,study and generate reports for given categories on a daily basis. She will be responsible for communicating with top sellers and understanding their challenges. Responsibilities: Performs market research. Analyze customers feedback. Monitors products performance. Generates reports on results findings. Requirements: Bachelor’s degree in Marketing or related field. Experience in product analysis Advanced Excel skills",Pay range unavailable,https://www.linkedin.com/jobs/view/2688486878
709,Data Engineer (Visualization/Analytics/Streaming),Devoteam,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,"
Full-time "," Associate
","
5,001-10,000 employees "," Information Technology & Services
","About the job Company Description We are entrepreneurs in disruptive technology, at Devoteam, we deliver innovative technology consulting for business. Digital Transformakers, we are 7,000+ professionals across EMEA dedicated to ensuring our clients win their digital battle. We improve business performance making their companies truly digital. We advise our clients and build IT infrastructure for digital, making sure people are along for the ride. Devoteam Middle East, we are the region's leading consulting firm delivering innovative Business & Technology Consulting & Solutions. Our 14 years of existence anchored in technologies that enables our clients business to flourish, accordingly our focus is to help our clients' win the digital battle, adapted to our clients’ business challenges, with a unique consideration to its impact on their systems and structures. To know more about us, please visit: www.devoteam.com Job Description Data visualization and analytics is about presenting large amounts of information in ways that are universally understandable or easy to interpret and spot patterns, trends, and correlations. These representations include charts, graphs, and dashboards. Data visualization analysts use visualization tools and software to communicate information in these ways, for clients or for their own company. Responsibilities Translate business needs to technical specifications Design, build and maintain charts, dashboards, and KPIs Story-telling using data visualization Communicate with data warehousing and BI storage tools (e.g. OLAP cubes) to get the data for the visualizations Conduct unit testing and troubleshooting Evaluate and improve existing BI systems Develop and execute SQL database queries and conduct analyses Qualifications 1-3 years of experience in data visualization and analytics role Experience with at least one BI technology (e.g. Microsoft Power BI, Tableau, Spotfire, Microstrategy, etc..) Good understanding of database management systems, online analytical processing (OLAP) and ETL (Extract, transform, load) framework Good background in data warehouse design (e.g. dimensional modeling) Industry experience is preferred Good command of SQL language Proven abilities to take initiative and be innovative Analytical mind with a problem-solving aptitude BSc/BA in Computer Science, Engineering or relevant field Fluent in English & Arabic",Pay range unavailable,https://www.linkedin.com/jobs/view/2673611315
710,Data Science Consultant - Middle East,Sia Partners,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,"
Full-time "," Associate
","
1,001-5,000 employees "," Management Consulting
","About the job To support Sia Partners’ development in the Middle East, we are recruiting Data Scientist Consultants. Their vocation will be to take charge, in synergy with our different practices, of the work and missions requiring the implementation of complex models to support our clients address their business challenges related to: Machine learning and statistics: Development of explanatory and predictive decision-support models (directed and non-directed learning algorithms, econometrics, forecasting, quantitative diagnosis, etc.). Operations research: assistance in the design and implementation of optimization solutions under constraints and simulation models. Big Data: algorithmic knowledge for processing large volumes of unstructured data. As part of the firm's internal activities, your participation revolves around the following areas: The development or strengthening of our offers through training, working groups, dissemination of internal and external support. The publication policy (sector blogs, studies, press release, etc.). Commercial development by defining needs and participating in commercial actions. Qualifications To be successful in your application, you must... have a training in Engineering School or a high-level training in the field of Data Science, statistical engineering, and econometrics, and you ideally justify a first experience in Big Data or Data Science (internship or 1st job); have an excellent level in statistics and quantitative analysis (theoretical and practical knowledge, ease of understanding models and applying them); high capabilities in framing machine learning problems; have strong business acumen, as well as the ability to communicate findings, and mine vast amounts of data for useful insights; be proficient in at least 2 of the following: Python, R, SQL; have solid foundation in scripting languages like (Python, Perl, JS, bash) or compiled (C ++, Java) and/or have experience in environments UNIX / LINUX; want to get involved and quickly take responsibility for high added value missions within a dynamic structure; have the ability to work in a team, an open mind, a sense of analysis and you want to join a motivating professional environment where you share our values of excellence, entrepreneurship, innovation, the culture of sharing, benevolence, personal / professional life balance. and possess Expertise in some or all of the following: Data cleaning, manipulation and pre-processing, exploratory analysis, feature engineering and machine learning libraries like pandas, numpy, scipy, regex, matplotlib, seaborn, statsmodels , scikit-learn, xgboost, and nltk, genism or spacy.Supervised Learning: Regression (simple, multivariate) and Classification (binary, multi-class, multi-label). Unsupervised Learning: Clustering (customer segmentation, cluster and community detection) and Dimensionality Reduction (PCA, LDA, TruncatedSVD, NNMF, etc.). Recommender Systems: Collaborative Filtering, Content Based and Matrix Factorization Methods. Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc. Natural Language Processing: Text Preprocessing (Arabic & English), Word2Vec, TF-IDF, Text Classification (binary, multi-class, muli-label), Topic Modeling (LDA, PLSA, Matrix Factorization Methods) and Text Similarity Scores. Computer Vision: Image Processing, Data Augmentation, Image Classification, Object Detection, and Semantic Segmentation. Deep Learning Frameworks like Pytorch, Tensorflow or Keras. Statistical Hypothesis Testing using respective libraries. Dealing with numerical, categorical, text and date machine learning feature engineering. Dynamic visualization including RShiny or Dash Python Familiarity with Business Intelligence visualization tools like Power BI and Tableau is a plus. Additional Information Sia Partners is an equal opportunity employer. All aspects of employment, including hiring, promotion, remuneration, or discipline, are based solely on performance, competence, conduct, or business needs.",Pay range unavailable,https://www.linkedin.com/jobs/view/2697879252
